PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
21,530484219,-161.5015259,-57.61359024,-174.0466309,8.238166809,-1.590446949,-4.991589069,2.434288502,0.784766734,0.204408541, 
22,530500886,-161.4684601,-57.62232971,-174.1079712,8.243862152,-1.584263444,-5.002645969,2.335129261,0.848042965,0.214999422, 
23,530517553,-161.4309082,-57.62907791,-174.1021881,8.244168282,-1.592636824,-5.018620968,2.510095358,0.738093972,0.310054511, 
24,530534220,-161.3969574,-57.63647842,-174.1039734,8.233047485,-1.602725506,-5.00026989,2.370212078,0.759788036,0.246214896, 
25,530550887,-161.3586426,-57.64461136,-174.1880035,8.212971687,-1.593124986,-4.97820282,2.397752047,0.837810576,0.354575813, 
26,530567554,-161.3151093,-57.65370941,-174.156311,8.192336082,-1.59269011,-5.003611565,2.62887454,0.893524587,0.373817354, 
27,530584221,-161.2786407,-57.66004181,-174.1809082,8.174171448,-1.584228873,-5.012147427,2.303369284,0.72898227,0.359403819, 
28,530600888,-161.2414246,-57.66598892,-174.1771851,8.192510605,-1.602418303,-5.019924164,2.341045618,0.729020715,0.36776638, 
29,530617555,-161.2027435,-57.67394638,-174.1772308,8.179643631,-1.602760911,-4.995007515,2.466105461,0.848561525,0.294059366, 
30,530634222,-161.1668091,-57.68244553,-174.1781921,8.205786705,-1.610502124,-5.022597313,2.414079905,0.859081924,0.202705309, 
31,530650889,-161.1322632,-57.69144058,-174.2255402,8.207555771,-1.600613952,-4.990654469,2.318288803,0.89592576,0.188733578, 
32,530667556,-161.0931091,-57.69896698,-174.2374115,8.226247787,-1.608828902,-4.996172428,2.457897186,0.834717929,0.294238687, 
33,530684223,-161.0554199,-57.70803833,-174.188446,8.229305267,-1.601227403,-4.996854782,2.414874077,0.904467642,0.22922723, 
34,530700890,-161.0203247,-57.71891785,-174.2101288,8.216876984,-1.602365732,-4.996483803,2.434519053,0.96329999,0.087576218, 
35,530717557,-160.9815674,-57.72619247,-174.3806,8.183162689,-1.579215527,-4.976960182,2.521230698,0.782333493,0.235476747, 
36,530734224,-160.9454498,-57.7306366,-174.4626923,8.191596031,-1.590360165,-4.998696327,2.341122389,0.624559283,0.308780313, 
37,530750891,-160.9080505,-57.73627853,-174.4911499,8.213527679,-1.592862129,-5.002302647,2.363322258,0.704989552,0.319287926, 
38,530767558,-160.8708954,-57.73994064,-174.6026154,8.237333298,-1.58835113,-5.005039215,2.263535261,0.610542774,0.40941906, 
39,530784225,-160.8326721,-57.74618149,-174.6873016,8.227902412,-1.601276278,-4.994103432,2.379746675,0.744529188,0.335174233, 
40,530800892,-160.7904816,-57.7533226,-174.6871338,8.214416504,-1.601593494,-5.004119873,2.562576294,0.802638054,0.348460793, 
41,530817559,-160.7533417,-57.75959778,-174.6989136,8.174972534,-1.60178268,-4.989830494,2.292829752,0.746462941,0.344484389, 
42,530834226,-160.7115784,-57.76646042,-174.7391205,8.182529449,-1.600216627,-5.000691891,2.540452957,0.787878633,0.346930385, 
43,530850893,-160.674881,-57.7743454,-174.8823395,8.191791534,-1.577641964,-4.993015766,2.35499835,0.826957285,0.255858064, 
44,530867560,-160.6422424,-57.77891922,-174.8073425,8.213586807,-1.599760056,-4.972668648,2.194662571,0.6243608,0.280292571, 
45,530884227,-160.6082764,-57.78409958,-174.8323669,8.236741066,-1.606612444,-5.001792431,2.181382418,0.671821177,0.322886497, 
46,530900894,-160.5734406,-57.79079819,-174.8787537,8.227358818,-1.591422796,-4.976930618,2.158548832,0.772094905,0.336627722, 
47,530917561,-160.5329285,-57.79629517,-174.8420563,8.219376564,-1.603724122,-4.999630928,2.530521631,0.693643093,0.345271975, 
48,530934228,-160.5041809,-57.80273819,-174.9149017,8.207193375,-1.61709404,-4.983086586,1.995197296,0.711501539,0.227549627, 
49,530950895,-160.4669647,-57.80844116,-174.8589172,8.189322472,-1.612922072,-5.008232594,2.472060919,0.674997091,0.256754488, 
50,530967562,-160.4360352,-57.81391907,-174.9306793,8.204263687,-1.590118289,-5.021870613,2.139377594,0.658899486,0.234330609, 
51,530984229,-160.4095154,-57.8202858,-174.8161163,8.224247932,-1.585858583,-5.009339333,2.228567362,0.641489267,0.012274887, 
52,531000896,-160.3769226,-57.82587051,-174.9593964,8.201290131,-1.588247657,-5.004410744,2.570112705,0.605336964,0.046442222, 
53,531017563,-160.3468475,-57.83035278,-174.9370117,8.223279953,-1.585987449,-5.007269859,2.237954617,0.585717678,0.183047563, 
54,531034230,-160.311615,-57.83786392,-174.9305115,8.230586052,-1.609294176,-5.007306576,2.421898127,0.784068763,0.20016323, 
55,531050897,-160.2752228,-57.84846497,-174.9425049,8.224648476,-1.594295382,-5.012266636,2.36816287,0.986934066,0.213801995, 
56,531067564,-160.2393951,-57.85905075,-174.9382782,8.201334953,-1.589956164,-5.013261318,2.445621967,0.966680825,0.152453184, 
57,531084231,-160.2023773,-57.87023926,-174.9301605,8.169733047,-1.568722963,-5.003067493,2.438962936,1.022401333,0.189809307, 
58,531100898,-160.1685333,-57.8802948,-174.9934235,8.159040451,-1.600927711,-4.995783329,2.396580458,0.935234845,0.133109197, 
